"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0,1.86122311208091,0.719,0.244,0,"2","AW551984"
0,1.63116036973607,0.736,0.265,0,"2","Rit2"
0,1.96343865473467,0.775,0.305,0,"2","Unc5d"
0,1.44274704404028,0.701,0.234,0,"2","Grm5"
0,1.38367857765092,0.887,0.421,0,"2","C1qtnf4"
0,1.5546951453425,0.888,0.423,0,"2","Csmd3"
0,1.85751586968797,0.678,0.214,0,"2","Scn9a"
0,1.84490176364208,0.744,0.283,0,"2","Gabrg3"
0,1.7054475715181,0.775,0.316,0,"2","Fgf12"
0,1.65012336777162,0.785,0.327,0,"2","Eml6"
0,1.63925389278434,0.742,0.287,0,"2","Gpr158"
0,1.55454752767692,0.876,0.422,0,"2","Grid2"
0,1.86638529316494,0.696,0.244,0,"2","Samd12"
0,2.22288170321455,0.659,0.208,0,"2","Dpp10"
0,1.13118343171993,0.685,0.234,0,"2","Cntn1"
0,1.25429570130639,0.812,0.362,0,"2","Dnm3"
0,1.91121012120968,0.67,0.223,0,"2","Scn2a"
0,2.32650234425112,0.631,0.185,0,"2","Cntnap5a"
0,1.931616943814,0.7,0.254,0,"2","Grm7"
0,1.46626299708998,0.793,0.352,0,"2","Resp18"
0,1.56978731368723,0.718,0.284,0,"2","Fabp3"
0,1.35161667302,0.854,0.422,0,"2","Zcchc12"
0,2.05150457707566,0.657,0.228,0,"2","Trpm3"
0,1.37762591237015,0.888,0.459,0,"2","Reep1"
0,2.84638593929836,0.548,0.122,0,"2","Cdh18"
0,1.0942101062095,0.775,0.352,0,"2","Opcml"
0,1.92645780540051,0.63,0.209,0,"2","Cntn5"
0,1.58120343013674,0.768,0.349,0,"2","9330162G02Rik"
0,1.26779756588165,0.823,0.404,0,"2","Cacna1c"
0,2.20182158056189,0.549,0.131,0,"2","Rapgef4"
0,2.10788786419914,0.565,0.147,0,"2","Slc12a5"
0,1.79461176814832,0.708,0.293,0,"2","Asic2"
0,1.39359539857193,0.716,0.302,0,"2","Nebl"
0,1.43236951297589,0.73,0.316,0,"2","Kcnip1"
0,1.26039819466565,0.804,0.392,0,"2","Syt16"
0,2.05998555159827,0.554,0.143,0,"2","Plppr4"
0,1.34436681113266,0.804,0.393,0,"2","Atp1a3"
0,1.99847475850042,0.646,0.236,0,"2","Tenm1"
0,1.53735029273448,0.817,0.407,0,"2","Atp1b1"
0,1.92153367290806,0.579,0.169,0,"2","Gm28905"
0,1.7577052109896,0.682,0.274,0,"2","Prkg1"
0,1.50749354159143,0.931,0.524,0,"2","Rnf227"
0,1.19812089427294,0.876,0.469,0,"2","Hecw1"
0,1.66542361981702,0.655,0.249,0,"2","Spock2"
0,1.48319974011873,0.679,0.277,0,"2","Sv2a"
0,1.39414770124495,0.921,0.519,0,"2","Hap1"
